State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
900,03/08/2020,-0.653,-6.62,-2.13,8.1,7.68,-2.01,-33.9,8.57,9.22
2500,03/08/2020,3.05,-1.24,2.47,12.3,16,-15.8,-17,12.7,9.1
3400,03/08/2020,4.04,-1.46,4.99,11.1,14.8,4.51,-12.9,12.8,11.2
3600,03/08/2020,1.02,-4.95,-2.56,2.36,12.3,-0.975,-16.4,7.17,2.68
4400,03/08/2020,1.78,1.07,-11.7,7.74,15.6,10.5,-32.1,8.24,1.71
900,03/09/2020,-4.55,-7.7,-4.58,2.51,2.14,-7.9,-36.1,2.44,2.67
2500,03/09/2020,0.774,-3.48,-1.13,5.27,13.7,-9.26,-20.8,9.22,4.53
3400,03/09/2020,1.65,-2.25,0.923,8.94,14.8,0.554,-15.6,11.6,9.01
3600,03/09/2020,-0.796,-6.48,-3.68,0.441,12.1,-3.99,-19.5,6.26,1.24
4400,03/09/2020,-5.69,-2.68,-19.5,-10.2,6.37,11.8,-42.3,-3.61,-12.3
900,03/10/2020,-3.39,-7.69,-8.71,6.22,10.1,-12.2,-39.8,8.71,7.64
2500,03/10/2020,1.9,-4.59,-5.85,8.74,19.7,-8.24,-22.3,14.4,9.01
3400,03/10/2020,1.68,-2.93,0.309,11.1,20.7,-0.0652,-21.5,15.5,11.1
3600,03/10/2020,-1.64,-5.59,-7.79,0.646,15.7,-5.3,-24.4,8.16,1.78
4400,03/10/2020,-0.878,19.3,-43.2,-10.2,14,19.5,-46.1,-0.789,-13.9
900,03/11/2020,-4.15,-8.09,-11.3,2.86,13.2,-18.7,-37.9,9.22,6.33
2500,03/11/2020,-0.0506,-6.18,-7.56,6.8,20.3,-11.5,-25.5,13.2,5.94
3400,03/11/2020,0.795,-3.92,-4.06,10.2,22.2,-2.2,-24.3,15.3,9.41
3600,03/11/2020,-1.73,-5.96,-11.7,-0.0321,18.5,-6.05,-25,9.13,1.18
4400,03/11/2020,0.0913,16.6,-42.7,1.18,13.4,-5.8,-36.3,2.55,-6.76
900,03/12/2020,-2.37,-8.18,-16.7,7.95,27.8,-19.7,-40.5,17.5,10.1
2500,03/12/2020,2.2,-9.09,-18.5,9.49,35.9,-11.8,-30.9,22.3,7.97
3400,03/12/2020,2,-5.27,-7.31,11.4,33.9,-3.99,-25.3,20.2,8.32
3600,03/12/2020,-0.398,-7.98,-14.2,2.46,30.7,-3.44,-26,15.7,2.68
4400,03/12/2020,0.98,12.2,-35.3,12,24.5,-16.5,-39.9,20.7,17.6
900,03/13/2020,-1.09,-10.1,-22.7,10.9,44.6,-17.3,-41.8,25.3,11.2
2500,03/13/2020,3.68,-13.8,-26.1,8.72,51.9,-9.74,-32.9,30.6,7.84
3400,03/13/2020,3.27,-7.55,-12,10.9,48.6,-5.17,-28.3,27.1,8.18
3600,03/13/2020,1.19,-10.1,-18.2,4.25,45.2,-6.46,-29.6,22.8,3.34
4400,03/13/2020,0.308,7.21,-52.5,19,48.1,-16.4,-43.8,35.5,22.3
900,03/14/2020,-3.01,-16.9,-26.8,2.99,49.2,-17.8,-41.7,23,4.37
2500,03/14/2020,2.3,-19.9,-31.2,2.96,56.2,-5.66,-33,30.5,3.26
3400,03/14/2020,1.91,-13.5,-15.8,6.55,52.6,-6.96,-33.6,27.2,5
3600,03/14/2020,0.682,-15.8,-22.4,2.14,52.5,-6.89,-33.1,25,1.11
4400,03/14/2020,-4.2,0.832,-62.7,17.5,56.1,-23.2,-27.5,38.7,20
900,03/15/2020,-2.34,-22.5,-30.2,-0.557,54.3,-15.9,-44.2,24.2,3.04
2500,03/15/2020,-0.511,-25.4,-37.3,-2.39,55.3,-4.16,-37.7,28.4,0.0387
3400,03/15/2020,-0.655,-19.4,-23.8,0.985,53.9,-9.37,-37.4,24.8,-0.151
3600,03/15/2020,-0.732,-21.3,-26.8,-0.484,56.1,-8.04,-37,26,-0.219
4400,03/15/2020,-6.99,-12.6,-60.3,19.6,59.8,-9.68,-21.4,38.8,17
900,03/16/2020,-1.78,-25.9,-37,-1.05,68.7,-15.6,-49.8,30.8,4.23
2500,03/16/2020,-0.348,-28.7,-42.5,-3.19,64.5,-14.2,-40.6,33.3,0.262
3400,03/16/2020,0.605,-22.7,-26.9,0.706,66.7,-12.1,-43.1,30.4,-0.768
3600,03/16/2020,0.818,-24.3,-31.7,-0.797,68.6,-13.4,-39.3,32.4,0.659
4400,03/16/2020,-2.6,-17.7,-63.1,34.2,76.2,-14.5,-8.75,55.4,33
900,03/17/2020,-4.56,-30.5,-37.9,-5.23,71.7,-20,-54.9,29.7,0.597
2500,03/17/2020,-2.94,-33.5,-43.7,-8.73,65.7,-20.9,-44.4,31.3,-4.9
3400,03/17/2020,-1.17,-28,-29.2,-4.14,68.2,-18.2,-47.2,29.3,-4.01
3600,03/17/2020,-0.226,-29.6,-34.5,-4.65,75.2,-19.6,-43.8,33.8,-2.13
4400,03/17/2020,-5.59,-25.7,-64.2,31.6,81,-19.3,-9.46,58.6,34.4
900,03/18/2020,-7.12,-36.8,-41.9,-7.58,73.5,-26.9,-58.7,29.1,-1.66
2500,03/18/2020,-5.43,-38.3,-48.6,-12,65.3,-24.9,-50.1,30.5,-5.75
3400,03/18/2020,-2.41,-32.7,-31.9,-8.49,70,-23.5,-50.7,28.9,-6.28
3600,03/18/2020,-2.08,-35.2,-40.6,-9.27,77.4,-26.3,-48.5,33.4,-4.79
4400,03/18/2020,-8.98,-35.7,-67.5,14.9,79.4,-24.1,-14.7,49.6,19.2
900,03/19/2020,-10.8,-41.7,-50.2,-16.4,67.7,-31.5,-60.7,21.6,-9.04
2500,03/19/2020,-9.96,-43.6,-48.4,-18.2,56.7,-31,-54.5,22.7,-12.1
3400,03/19/2020,-6.1,-38.4,-33.4,-15.3,64.5,-33.3,-55.3,24.4,-9.77
3600,03/19/2020,-5.96,-41.2,-46.2,-16.7,70.2,-34.5,-54.5,27.2,-9.59
4400,03/19/2020,-10.5,-40.2,-73.3,-1.04,77.5,-28.8,-20.4,41.5,6.08
900,03/20/2020,-14.4,-49.9,-53.4,-23.7,64.2,-37.8,-65.3,16.9,-13.8
2500,03/20/2020,-13.5,-50.4,-50.1,-20.7,53.7,-35.6,-58.8,20.3,-14.2
3400,03/20/2020,-9.37,-45.2,-37.9,-20.7,62,-38.1,-59,21.2,-13.4
3600,03/20/2020,-9.24,-47.1,-52.5,-22.4,65,-38.4,-59,23.3,-12.5
4400,03/20/2020,-15.6,-47.9,-72.1,-11,67.5,-33.6,-9.95,29.8,-4.14
900,03/21/2020,-16.7,-57,-57.9,-25.3,62.2,-37.3,-69.5,13.8,-17.6
2500,03/21/2020,-17.2,-57.6,-52.8,-24.9,50.2,-35.9,-63.8,18.4,-14.8
3400,03/21/2020,-11.8,-52.6,-44.5,-26.4,64.3,-39.7,-61.2,20,-17.3
3600,03/21/2020,-13.3,-54.9,-58.5,-28.7,59,-40.6,-64.8,18.4,-16.5
4400,03/21/2020,-15.8,-58.6,-69.5,-7.7,64,-38.4,-53.4,28.2,-3.59
900,03/22/2020,-18.9,-62.7,-60.5,-28.1,59.1,-38,-72.1,10.1,-21.2
2500,03/22/2020,-18.9,-62.5,-54.2,-27.1,47,-37.1,-67.2,15.8,-17
3400,03/22/2020,-15.1,-59.4,-46.8,-31.1,57.1,-39.8,-64.4,14.6,-21.2
3600,03/22/2020,-15.5,-60.1,-63.7,-32.7,53.5,-40.6,-67.9,14.2,-19.4
4400,03/22/2020,-21.3,-66.7,-78.7,-6.41,54.5,-43.2,-61.6,24.7,-3.89
900,03/23/2020,-23.6,-68.3,-60.3,-33.7,46.5,-46.8,-73.2,2.11,-25.8
2500,03/23/2020,-22,-66,-56.7,-30,40.5,-43.3,-69.9,11.3,-19.6
3400,03/23/2020,-20.9,-63.7,-49.5,-36.8,41.9,-48.2,-65.9,4.81,-26.1
3600,03/23/2020,-21.5,-63.4,-68,-38.7,39.5,-48.1,-71.6,4.54,-24.9
4400,03/23/2020,-27.9,-70.5,-80.5,-25.4,40.9,-49.4,-66.9,9.61,-20.4
900,03/24/2020,-25.9,-70.8,-63,-35.8,39.3,-50.5,-72.7,-1.89,-28
2500,03/24/2020,-25.6,-67.6,-62,-32.2,34.1,-47.2,-73.8,7.05,-21.4
3400,03/24/2020,-23.9,-65.2,-54.3,-39.4,36.2,-53.6,-67.7,0.574,-29.1
3600,03/24/2020,-25.1,-65.8,-72.9,-41.2,31.3,-54.6,-74.1,-0.464,-27.4
4400,03/24/2020,-31.5,-72.2,-78.9,-28.7,34.3,-55.5,-72.2,3.42,-26
900,03/25/2020,-27.8,-71.5,-67,-37.7,33.5,-50.3,-74.1,-5.72,-30.4
2500,03/25/2020,-28.5,-68.8,-66.5,-34.9,30.6,-53.2,-75.6,2.22,-26.9
3400,03/25/2020,-26.7,-65.9,-57.4,-41.8,31.2,-56.6,-68.9,-3.47,-32.3
3600,03/25/2020,-28,-67,-73.3,-42.9,25.2,-57.9,-76.2,-4.82,-30.2
4400,03/25/2020,-33.7,-72.6,-77.4,-30.2,26.3,-61.6,-80,-1.6,-28.6
900,03/26/2020,-29.9,-72.5,-65.2,-38.1,29.1,-54.2,-76.1,-7.85,-31.2
2500,03/26/2020,-31.4,-68.8,-67.5,-37.1,25.8,-57.4,-77.7,-1.47,-29.2
3400,03/26/2020,-28.8,-66.8,-59.9,-43.4,25.8,-58.7,-71,-6.74,-33.8
3600,03/26/2020,-29.9,-67.3,-73.5,-43.9,20.8,-61.3,-78.4,-7.97,-32.3
4400,03/26/2020,-35.4,-74.9,-58.1,-30.6,19.3,-67.7,-84.9,-7.46,-32.7
900,03/27/2020,-33,-72.3,-67.3,-40.5,17,-56.4,-76.8,-14.2,-34
2500,03/27/2020,-36,-68.8,-69.2,-41.9,12,-54.6,-79.6,-11.6,-34.8
3400,03/27/2020,-32.3,-67.1,-61.9,-45.3,13.2,-61.5,-72.6,-13.6,-35.8
3600,03/27/2020,-33.5,-68.4,-74.7,-46.1,10.5,-64.2,-79,-13.9,-34.6
4400,03/27/2020,-40,-75.7,-35.8,-35.5,5.64,-73.9,-86.2,-15.8,-36.6
900,03/28/2020,-35.6,-72.1,-69.6,-44.6,14.1,-56,-79.2,-18.1,-38.1
2500,03/28/2020,-37.7,-68.5,-72.2,-44.6,8.84,-56.3,-81.3,-16.2,-39.9
3400,03/28/2020,-35.5,-67.6,-62.9,-47,4.16,-62.5,-72.9,-20,-39.9
3600,03/28/2020,-35.1,-68.1,-75,-47.1,7.27,-64.6,-79.1,-16.7,-37
4400,03/28/2020,-42.9,-74.9,-39.9,-44.2,1.45,-80,-88.7,-22.1,-42.8
900,03/29/2020,-37.6,-72.7,-70.4,-45,11.1,-56.3,-79,-20,-39.5
2500,03/29/2020,-38.8,-68.7,-73.3,-44.9,7.22,-56.8,-83.9,-17.4,-40.8
3400,03/29/2020,-35.6,-67.5,-63,-46.7,5.98,-62.2,-72.1,-19.1,-39.9
3600,03/29/2020,-36.3,-68.2,-74.3,-47.9,6.37,-65.6,-79.7,-18.4,-39.1
4400,03/29/2020,-42.8,-75.3,-28.3,-45.7,7.67,-86.1,-89.8,-20.6,-44.9
900,03/30/2020,-37.6,-72.5,-72.5,-44.5,14.1,-57,-78.5,-19.4,-39.8
2500,03/30/2020,-40,-68.4,-74.7,-44.9,5.77,-59.1,-85.4,-19.1,-42.4
3400,03/30/2020,-34.2,-66.9,-62.7,-45.2,10.7,-62.1,-72.7,-16.4,-38.6
3600,03/30/2020,-35.4,-68.5,-73,-46.2,9.33,-65.4,-80.2,-16,-37.2
4400,03/30/2020,-39.7,-74.4,-26.2,-44.5,10.5,-82.9,-80.4,-14.8,-36.8
900,03/31/2020,-37.7,-71.7,-72.5,-44.6,15.5,-59.1,-80.6,-18.7,-39.5
2500,03/31/2020,-38.9,-68.1,-75,-43.8,8.43,-57.9,-84.6,-18.1,-42.7
3400,03/31/2020,-33.2,-66.7,-63.3,-44.2,12.3,-61.5,-73.2,-15.1,-37.6
3600,03/31/2020,-34.6,-68.3,-72.3,-45.6,10.2,-65,-80.3,-15.1,-36.2
4400,03/31/2020,-38.2,-74.1,-41,-41.1,7.66,-79.6,-71.7,-17,-38.2
900,04/01/2020,-37.5,-71.7,-68.9,-44.2,16.8,-62.1,-80.4,-18.4,-39.8
2500,04/01/2020,-37.3,-67.6,-70,-42.4,10.4,-56.3,-81.7,-15.6,-40.1
3400,04/01/2020,-32.5,-66.7,-65,-43,14.3,-61.6,-71.8,-13.5,-36.3
3600,04/01/2020,-33.5,-67.9,-70,-44.5,11.5,-64.2,-77.9,-13.7,-34.7
4400,04/01/2020,-41.2,-73.6,-47.4,-41.7,9.87,-76.4,-70.2,-16.2,-37.6
900,04/02/2020,-37.1,-71.6,-69.7,-43.8,18.8,-58.1,-80.1,-17.9,-40.2
2500,04/02/2020,-36.2,-68.3,-68.7,-40.6,13.2,-55.9,-80.8,-13.6,-38.6
3400,04/02/2020,-31.5,-66.1,-66.2,-41.9,16.4,-62,-71.6,-11.7,-34.9
3600,04/02/2020,-33.4,-67.7,-71.4,-43.7,13.1,-64.5,-76.6,-12.1,-33.2
4400,04/02/2020,-43.5,-73.4,-53.7,-44.1,12.2,-73.1,-69.9,-16.5,-39.8
900,04/03/2020,-36.8,-71.9,-69.4,-43.6,20.1,-58.3,-79.8,-17.3,-39.9
2500,04/03/2020,-34.5,-67.9,-68.1,-39.4,16.6,-60.1,-79.2,-10.4,-36.2
3400,04/03/2020,-30.4,-65.4,-65.8,-40.9,18.9,-62.3,-69.8,-10.4,-34.4
3600,04/03/2020,-32.2,-67.4,-71.5,-42.6,15,-63.9,-76.7,-11.2,-33.1
4400,04/03/2020,-41.1,-74,-60,-44.1,18.6,-69.9,-68.3,-13.8,-39.5
900,04/04/2020,-36.8,-72,-68.3,-43.7,19,-58.3,-79.9,-17.8,-40.1
2500,04/04/2020,-33.7,-67.9,-68,-37.9,18.7,-61.7,-78.5,-7.44,-33.2
3400,04/04/2020,-29.8,-64.5,-65.7,-40.8,19.2,-62.9,-70.1,-9.95,-33.7
3600,04/04/2020,-32.1,-67.1,-73,-42.8,15.5,-64.6,-77.3,-10.8,-32.5
4400,04/04/2020,-40.6,-74,-66.4,-44.3,20.6,-66.6,-66.9,-11.9,-38.6
900,04/05/2020,-35.6,-70.9,-69,-43.4,21.2,-57.7,-79.7,-17.1,-39.7
2500,04/05/2020,-33,-68.1,-68.8,-38.2,20.8,-62.4,-76.3,-6.28,-32.6
3400,04/05/2020,-29,-63.4,-66.3,-39.7,20.1,-62.6,-70.5,-8.77,-32.3
3600,04/05/2020,-31.5,-67.1,-72.9,-41.6,16.6,-63.6,-77.3,-9.46,-31
4400,04/05/2020,-39.5,-72.8,-72.7,-43.7,17.4,-63.4,-65.9,-13.2,-37.2
900,04/06/2020,-35.1,-70.3,-68.8,-43.2,20.8,-58,-79.6,-17.4,-39.8
2500,04/06/2020,-32.6,-67.9,-69.4,-37.2,22,-59,-75.7,-4.69,-30.7
3400,04/06/2020,-28.8,-63.4,-64.8,-39.5,20.6,-62.3,-70.4,-7.92,-31.1
3600,04/06/2020,-31.4,-67,-73.1,-41.2,17.2,-64.2,-77.8,-9.23,-30.8
4400,04/06/2020,-42.8,-72.7,-72.9,-42.8,13.7,-57,-75.9,-18.4,-43.8
900,04/07/2020,-35.3,-71.3,-69.8,-43.1,22.5,-57.4,-79.6,-17.5,-40.4
2500,04/07/2020,-32.3,-68.2,-69.1,-36.7,22,-61.1,-76.4,-3.7,-28.8
3400,04/07/2020,-28.9,-63.5,-65.1,-38.6,21.3,-62.2,-71.2,-7.54,-30.7
3600,04/07/2020,-31.1,-66.4,-73.1,-40.4,17.9,-64.7,-78,-8.75,-30.4
4400,04/07/2020,-43.5,-72,-72.6,-49.1,14.4,-58.1,-81.8,-18.8,-44.5
900,04/08/2020,-34.8,-71.3,-72.6,-43,24.3,-57.8,-81.4,-15.6,-38.9
2500,04/08/2020,-31.5,-68,-73.9,-34.9,23.5,-61.8,-78.2,-1.98,-27.3
3400,04/08/2020,-28.7,-63.1,-63.5,-37.5,22.3,-63.4,-74.1,-6.31,-29.4
3600,04/08/2020,-31.1,-66.7,-76.1,-40.1,18.6,-65.3,-80,-8.38,-30.3
4400,04/08/2020,-44,-72.3,-72.5,-45.8,19.6,-60.9,-86.6,-24,-50.5
900,04/09/2020,-34.9,-71.3,-71.4,-41.9,25.8,-61.8,-83,-14,-37.3
2500,04/09/2020,-31.2,-67.4,-78.2,-35.1,24.7,-60.9,-78.7,-0.34,-25.6
3400,04/09/2020,-28.6,-62.8,-60.8,-36.9,23.1,-64.8,-74.7,-5.62,-29
3600,04/09/2020,-30.5,-66.1,-75.7,-39.6,20,-65.5,-80.6,-7.7,-30.3
4400,04/09/2020,-42.1,-72.5,-72.4,-42.5,14.7,-70.9,-86.4,-22.4,-45.8
900,04/10/2020,-34.4,-71.4,-71.2,-39.4,29.1,-63.9,-83.4,-11.5,-35.5
2500,04/10/2020,-30.2,-66.9,-80,-35,28.7,-61.7,-80.3,2.61,-23.4
3400,04/10/2020,-28.8,-62.7,-61.1,-37,25.1,-65.3,-76.9,-4.46,-28.7
3600,04/10/2020,-30.9,-66.1,-76.8,-39.1,22.7,-66.8,-81.5,-6.51,-30.1
4400,04/10/2020,-39.9,-70.9,-72.3,-40.8,19.7,-74.4,-91.4,-18.3,-41.4
900,04/11/2020,-33.8,-71.1,-71,-38.5,32.2,-63.6,-83.9,-9.07,-33.7
2500,04/11/2020,-29.3,-66.4,-81.3,-34.5,32.2,-57.1,-81,4.57,-22.9
3400,04/11/2020,-28.4,-62.2,-59.6,-36,26.9,-65.2,-77.1,-2.91,-27.5
3600,04/11/2020,-30.4,-66,-75.7,-38.4,24.6,-66.7,-81.6,-5.47,-29.9
4400,04/11/2020,-39.5,-70.3,-72.2,-38.3,18.7,-76.8,-91.6,-16.7,-38.7
900,04/12/2020,-36.4,-72.4,-70.8,-42.7,23,-64.2,-83.8,-14.6,-37.1
2500,04/12/2020,-31.9,-67.4,-82.3,-38,23.3,-58.5,-80.9,-1.96,-26.5
3400,04/12/2020,-30.9,-63.5,-58.8,-39.7,18,-65.3,-78.1,-8.97,-31.2
3600,04/12/2020,-32.7,-66.5,-76.9,-41.4,15.8,-67.4,-81.6,-11.7,-33.9
4400,04/12/2020,-43.1,-70.9,-72.1,-40.8,11.2,-79.1,-91.8,-20.5,-40.1
900,04/13/2020,-37.9,-73.4,-72.9,-42.8,18.8,-65.4,-84.9,-15.5,-36.4
2500,04/13/2020,-32.6,-67.8,-81.6,-39.3,20.7,-61.8,-80.8,-3.21,-26.8
3400,04/13/2020,-32,-63.8,-59.8,-40.2,13.6,-67.2,-78.7,-11,-31.6
3600,04/13/2020,-33.4,-66.5,-78,-42,13.1,-67.4,-81.5,-13,-34.3
4400,04/13/2020,-42.8,-70.8,-72.8,-44.2,6.03,-78.4,-89.9,-22.2,-39.7
900,04/14/2020,-37.1,-72.5,-73.9,-41.6,19.5,-65.9,-85,-14.3,-35.2
2500,04/14/2020,-32,-67.3,-79.6,-38.5,23.6,-61.2,-80.9,-1.52,-26
3400,04/14/2020,-31.3,-63.2,-58.4,-39.5,14.6,-66.5,-78.4,-9.34,-29.6
3600,04/14/2020,-32.8,-66.6,-78.3,-41.5,14.1,-66.4,-81.4,-11.7,-32.8
4400,04/14/2020,-42.8,-71.8,-72.7,-39.1,6.24,-77.8,-88,-20.4,-37.2
900,04/15/2020,-36.5,-72.1,-73.9,-39.9,21,-61.2,-83.5,-13.5,-34.2
2500,04/15/2020,-31.6,-67.3,-77.2,-39.5,24.3,-58.4,-83,-1.45,-25.7
3400,04/15/2020,-29.5,-62.6,-57.1,-37.3,15.5,-62.6,-76.6,-7.36,-26.6
3600,04/15/2020,-30.3,-65.3,-77,-38.8,15.7,-63.6,-81.5,-8.75,-28.9
4400,04/15/2020,-42.2,-72.4,-80.5,-38.1,1.23,-77.2,-86,-12.1,-23.7
900,04/16/2020,-35.2,-72.5,-75.9,-38.7,19.2,-56.7,-81.4,-13.4,-32.9
2500,04/16/2020,-31,-66.9,-75,-37.8,22.7,-55.9,-83.8,-1.3,-23.7
3400,04/16/2020,-28.1,-62.4,-58.7,-35.4,14.7,-60.3,-76.2,-6.18,-23.7
3600,04/16/2020,-29.1,-65.1,-75.6,-36.4,15.1,-62.5,-81.2,-7.3,-25.7
4400,04/16/2020,-41.4,-70.8,-81,-41.9,4.22,-76.6,-84.1,-10.7,-23.2
900,04/17/2020,-34.3,-72.2,-75.4,-38.9,16,-51.9,-81.2,-13.5,-31.4
2500,04/17/2020,-31.3,-66.8,-75.6,-36.3,18.7,-55,-84.6,-3.8,-24.8
3400,04/17/2020,-26.6,-61.8,-57.8,-33.5,11.6,-58,-75.9,-5.87,-20.8
3600,04/17/2020,-27.7,-64.5,-74.6,-34.7,12.1,-61.1,-80.5,-6.6,-22.3
4400,04/17/2020,-40.6,-71.8,-81.4,-37.9,1.93,-75.9,-82.2,-7.44,-16.5
900,04/18/2020,-33.9,-72.4,-77.2,-37.9,11.7,-52.9,-80.6,-14.4,-30.8
2500,04/18/2020,-32.5,-66.9,-76,-36.8,10.8,-58.7,-84.4,-8.48,-26.5
3400,04/18/2020,-26,-61.5,-59.6,-32.9,7.57,-57.2,-74.8,-6.63,-19.1
3600,04/18/2020,-26.9,-64,-75.3,-33.5,8.2,-59.8,-80.2,-6.88,-20
4400,04/18/2020,-41.6,-72.4,-81.6,-40.3,-3.7,-75.3,-80.3,-10.6,-16.9
900,04/19/2020,-32.1,-71.4,-77.1,-36.3,11.9,-50.7,-79.8,-12,-27.8
2500,04/19/2020,-30,-64.7,-74.5,-34.6,13,-56.6,-85.3,-5.02,-22.8
3400,04/19/2020,-23.4,-59.9,-60.2,-30.8,9.11,-55.6,-73,-3.85,-15.7
3600,04/19/2020,-24.4,-62.8,-75.3,-32.2,9.72,-58.8,-80,-3.85,-16.1
4400,04/19/2020,-38.8,-71.4,-83.6,-40.9,-0.175,-74.7,-78.4,-8.02,-15.6
900,04/20/2020,-30.5,-70.2,-76,-35.9,11.1,-46.4,-79.7,-11.4,-26.7
2500,04/20/2020,-29.9,-63.3,-73.6,-36,6.62,-53.9,-86.1,-7.7,-22.7
3400,04/20/2020,-22.2,-58.8,-60,-30.2,6.8,-52.1,-72.8,-4.3,-14.8
3600,04/20/2020,-23.1,-61.4,-73.8,-30.9,6.31,-56.5,-80.1,-4.26,-14.3
4400,04/20/2020,-35.9,-69.6,-80.3,-37,-1.23,-74,-63.9,-5.29,-9.33
900,04/21/2020,-28.2,-70,-71.2,-30.8,18.6,-43.6,-80.4,-5.78,-22
2500,04/21/2020,-26.6,-62.2,-74.2,-30.3,16.2,-54.2,-85.1,0.607,-15.4
3400,04/21/2020,-19,-58.4,-60,-23.9,13.9,-52.2,-72.4,2.12,-8.66
3600,04/21/2020,-20,-60.5,-73,-25.1,13.2,-56.1,-80.1,2.05,-8.27
4400,04/21/2020,-32.8,-68.8,-78.2,-36,6.36,-73.4,-63.8,0.916,-4.48
900,04/22/2020,-28.5,-69.6,-70.4,-32.1,16.6,-50.5,-79.3,-6.9,-22.6
2500,04/22/2020,-26.5,-61.5,-75.8,-28,14.8,-53.6,-84.5,0.393,-14.8
3400,04/22/2020,-19,-58.8,-61.4,-25.6,14.8,-51.7,-72.6,1.49,-10.3
3600,04/22/2020,-21.3,-61,-74.8,-26.3,12.5,-58.9,-80.5,0.539,-10.2
4400,04/22/2020,-27.6,-66.8,-76.1,-37.8,10.2,-72.7,-62.5,6.03,2.21
900,04/23/2020,-29.4,-68.8,-72,-34.1,16.1,-56.7,-81.3,-7.75,-23.4
2500,04/23/2020,-26.8,-61.1,-74.3,-27.7,13.3,-53.1,-82.7,0.0043,-14.2
3400,04/23/2020,-20,-59.8,-61.6,-26.8,15.8,-52.2,-72.8,0.581,-12.4
3600,04/23/2020,-22,-61.3,-77.4,-27.9,12.5,-58.4,-81.3,-0.416,-11.7
4400,04/23/2020,-26.2,-66.5,-73.8,-31.2,7.36,-72.1,-64.6,3.24,-0.471
900,04/24/2020,-30.2,-67.6,-72,-34.9,14.7,-61.9,-81.9,-9.2,-24.6
2500,04/24/2020,-27.1,-61.1,-72.1,-27.7,12.5,-55.8,-80.3,-0.86,-14.8
3400,04/24/2020,-21.4,-60.7,-62.2,-28,15.9,-52.1,-72.9,-1.1,-15
3600,04/24/2020,-22.6,-61.7,-77.8,-29.2,12.8,-57.6,-81.2,-1.47,-13.6
4400,04/24/2020,-28,-64.2,-72.1,-34.5,2.77,-71.4,-65.4,-2.16,-6.14
900,04/25/2020,-30.5,-65.4,-68.3,-35.2,15.8,-61.7,-82.5,-9.79,-25.5
2500,04/25/2020,-25.6,-57,-71.5,-27.4,15.3,-55.8,-78.9,1.4,-12.8
3400,04/25/2020,-21.4,-60.5,-62.1,-28.6,20,-52.9,-73.7,0.231,-15.3
3600,04/25/2020,-22.7,-61.2,-76.6,-30,14.4,-57.9,-80.9,-1.61,-14.6
4400,04/25/2020,-25.5,-61,-69.8,-30.2,3.44,-70.8,-69.4,-0.0952,-3.04
900,04/26/2020,-30.1,-64.8,-68.6,-32.4,24.8,-64.1,-82.7,-5.97,-24.2
2500,04/26/2020,-24.8,-56.7,-71.6,-23.3,22.3,-57,-79.4,5.68,-10.7
3400,04/26/2020,-21.3,-60.8,-62.2,-25.5,29.2,-53.9,-74.8,4.5,-14.1
3600,04/26/2020,-22.6,-60.6,-75.8,-26.8,21.9,-58.7,-81.7,2.26,-13.3
4400,04/26/2020,-22.6,-61.1,-67.5,-26.5,8.06,-70.1,-71.1,1.38,-3.99
900,04/27/2020,-29.8,-64.9,-68.8,-30.7,32.7,-66.2,-82.1,-3.24,-23.2
2500,04/27/2020,-23.4,-57.7,-71.4,-18,33.1,-56.6,-78.9,11.4,-8.66
3400,04/27/2020,-20.1,-60.8,-62,-22.5,39.8,-54.6,-74.6,9.56,-12.2
3600,04/27/2020,-21.6,-60.4,-75.9,-25.1,30.6,-59,-81.2,6.38,-12
4400,04/27/2020,-23.2,-61.8,-67.9,-28.6,16.9,-70.5,-70.6,0.757,-12
900,04/28/2020,-30.9,-65,-71.4,-34.9,21.9,-67.4,-81.7,-8.07,-25.1
2500,04/28/2020,-25.8,-58.6,-72.1,-23.6,18.4,-54.8,-79.4,1.87,-14.3
3400,04/28/2020,-22.3,-61,-62.7,-27.9,29.5,-54.8,-75.2,2.68,-16.9
3600,04/28/2020,-23.7,-61,-76.6,-29.5,21,-59.7,-81.3,-0.205,-16.6
4400,04/28/2020,-23.2,-61.8,-68.8,-28.3,6.39,-70.9,-72.5,-2.72,-10.3
900,04/29/2020,-29.4,-65.2,-68.6,-32.5,23.6,-63.8,-82.7,-5.19,-22
2500,04/29/2020,-25.3,-58,-70.8,-21.1,20,-58.7,-79,4.22,-11.1
3400,04/29/2020,-22.1,-60.4,-61.3,-25.8,28.3,-55.8,-75.4,3.27,-15.5
3600,04/29/2020,-22.7,-60.4,-75.7,-27.7,21.5,-57.9,-80.8,1.25,-14.5
4400,04/29/2020,-23.8,-62.3,-69.6,-24.2,1.59,-71.2,-72.1,-6.75,-13.9
900,04/30/2020,-28.2,-65.2,-64.8,-29.3,26,-61.6,-81.1,-2.4,-19.4
2500,04/30/2020,-24,-57.6,-72.3,-20,21.6,-61.2,-80.2,5.07,-10.9
